Date,Avg_Total_AHT,Avg_Total_ACW_Time,Avg_Total_Hold_Time,Avg_Total_SLA,Occupancy,Utilization,Avg_CSAT,Avg_ASAT,FCR_Rate
2025-03-24,1067.7074629606504,791.2065,2980.0495,6.1,0.23357446579138513,0.34753844533864503,,,
2025-03-25,1129.4643860716003,848.1490476190477,3127.73,6.142857142857143,0.2349455615077506,0.3549914371499152,,,
2025-03-26,1216.695450288196,1320.6138095238096,5328.930952380952,9.333333333333334,0.40835757154017494,0.6127708441265216,,,
2025-03-27,1215.228429824455,1221.2471428571428,4752.850476190476,8.571428571428571,0.36212216471893593,0.5466269823819698,,,
2025-03-28,1159.201907988176,1214.1531818181818,4088.1295454545457,8.681818181818182,0.3369824725923833,0.50024383584156,,,
2025-03-31,1076.809679482917,1660.7872222222222,5288.408333333334,11.11111111111111,0.4563756477701771,0.6747590118267367,,,
2025-04-01,1294.8194797220322,1644.743157894737,6124.546315789474,11.105263157894736,0.4869794460578707,0.7257366673376304,,,
2025-04-02,1084.2145692843346,2086.1438095238095,6532.685238095238,14.857142857142858,0.5311771073849904,0.7949062109032345,,,
2025-04-03,1063.8109774270256,1551.4016666666666,4470.4591666666665,10.583333333333334,0.40978384828469266,0.5973224390646978,,,
2025-04-04,1060.7351460906332,1816.8066666666668,5060.391428571429,11.619047619047619,0.4741428407838201,0.6945148331120117,,,
2025-04-07,1115.715387980072,1888.9404545454547,5905.689090909091,13.318181818181818,0.5186742540122359,0.7624094150197273,,,
2025-04-08,1065.171321549488,1788.161,5218.4025,11.8,0.4248244682310748,0.6395688168142383,,,
2025-04-09,1003.9661023495295,1724.0790000000002,4649.525,11.5,0.4082995110709985,0.6030601878732447,,,
2025-04-10,992.6596561636463,1870.259,5083.393,12.2,0.450386741436487,0.6624753825140122,,,
2025-04-11,1057.3109665182042,1652.4935,4775.085,10.95,0.43508090224974627,0.6354721601113058,,,
2025-04-14,971.3374631453215,1972.2566666666667,5292.899523809524,13.904761904761905,0.49742382403347013,0.722092619469685,,,
2025-04-15,933.9167889284278,1987.2954999999997,5087.282,13.3,0.45986655008973576,0.6750333940554134,,,
2025-04-16,1015.1362367596115,1991.4980952380952,5352.634285714286,12.952380952380953,0.47228580743097254,0.6949388679232447,,,
2025-04-17,939.5584998624732,1594.3476190476192,3709.0376190476195,10.80952380952381,0.3841133299926818,0.5497536286204898,,,
2025-04-21,961.5487408963586,163.0238775510204,374.7730612244898,1.0612244897959184,0.04016432610635827,0.056574853605813914,,,
2025-04-22,1044.9598787102443,1860.3452173913045,5705.885652173913,12.391304347826088,0.47724129878152177,0.7128892852118902,,,
2025-04-23,947.8053799018495,1643.8795238095238,4368.880476190477,11.19047619047619,0.4264763166884772,0.6249954268914707,,,
2025-04-24,932.4718594207548,2224.942222222222,5644.872222222222,14.666666666666666,0.5096970494317616,0.752079301412822,,,
2025-04-25,868.0201092436974,261.8212121212121,454.1430303030303,1.4848484848484849,0.051255396826256426,0.07315210734906663,,,
2025-04-28,1186.394527387485,1242.6232692307692,4073.7986538461537,9.134615384615385,0.34008957212713714,0.5068591525740855,,,
2025-04-29,1189.9597068010287,1252.3028,4004.1402000000003,8.64,0.33534683396034937,0.49750818793631124,,,
2025-04-30,1250.6705712979062,1213.2165384615384,4911.674230769231,9.173076923076923,0.4035844500974167,0.6013550595868267,,,
2025-05-01,1183.440420305476,1287.5059615384614,5308.951538461538,10.192307692307692,0.4351586756086512,0.6420786740848198,,,
2025-05-02,1187.2376058073294,1356.2579545454546,5234.192954545454,10.113636363636363,0.4101118302572454,0.6159630589130541,,,
2025-05-05,1162.4885711535196,1398.9919512195122,5395.593414634146,10.658536585365853,0.4431869411762733,0.6569172075514308,3.875,3.875,0.42857142857142855
2025-05-06,1042.739536366664,1547.3038095238096,5276.723333333333,11.523809523809524,0.43119812022117376,0.641849264050951,6.25,7.75,1.0
2025-05-07,1114.2492872434545,1425.8857777777778,5014.84,10.71111111111111,0.4344059363892939,0.6374428389148826,9.5,9.0,1.0
2025-05-08,1019.4564813288898,1448.2304347826089,4891.525434782609,10.630434782608695,0.4085553313953806,0.6062005209565298,4.0,7.25,0.5
2025-05-09,1110.9452769055522,1527.666875,5674.830000000001,11.020833333333334,0.44698897108947744,0.6685650533196784,7.2,9.4,0.6
2025-05-10,717.475679896574,2173.032,2244.498,11.8,0.3197997460436995,0.45535790589413894,,,
2025-05-11,870.1545331890331,1139.616,2135.582,6.8,0.23037693602827058,0.3310084908501142,,,
2025-05-12,1034.4398275356273,1642.8219565217391,4958.25804347826,12.23913043478261,0.46797541960643524,0.682230366803921,6.6,7.6,1.0
2025-05-13,1095.1794496960833,1590.3804444444443,5591.5524444444445,11.822222222222223,0.46209421082688534,0.6847864448808564,4.142857142857143,4.857142857142857,0.5
2025-05-14,1147.098303996591,1511.982142857143,5349.960476190476,11.547619047619047,0.4655967469454776,0.6832041406165856,3.3333333333333335,3.3333333333333335,0.6666666666666666
2025-05-15,1131.9976052629765,1448.28975,5029.26275,11.575,0.4498811159439858,0.6530115943753897,3.6666666666666665,5.666666666666667,0.3333333333333333
2025-05-16,968.9519827544856,1534.3044680851062,4905.8678723404255,12.27659574468085,0.4501871063485207,0.6582788626146866,4.0,7.5,1.0
2025-05-17,927.4726907308377,1794.736,3359.136,11.2,0.35654766949276695,0.512444505915779,,,
2025-05-18,746.977630952381,935.28,1440.462,7.0,0.20554051206870866,0.278683891260585,,,
2025-05-19,1008.5531278458116,1652.8424444444445,5295.155555555555,12.911111111111111,0.47658450719049517,0.6933899782463837,5.642857142857143,7.285714285714286,0.6923076923076923
2025-05-20,1051.4157539565817,1421.0880392156864,4847.356274509803,11.294117647058824,0.43673232160863956,0.6394252048579184,5.444444444444445,6.888888888888889,0.875
2025-05-21,1011.4170335143224,1472.8293333333336,4904.791333333333,12.377777777777778,0.45394253110017196,0.6580508812081205,3.8,7.8,1.0
2025-05-22,1035.5624337468216,1500.4226666666668,5421.872888888889,12.2,0.4527074608849779,0.6706511899130634,5.466666666666667,6.911111111111111,0.7560975609756098
2025-05-23,957.4157326081505,1531.7426086956523,5003.462826086957,12.326086956521738,0.4269618841892776,0.6303918943300874,4.636363636363637,5.454545454545454,0.6
2025-05-24,687.6711895881896,1277.09,1913.4779999999998,10.2,0.2579912218909895,0.3556646996778883,4.25,7.75,0.5
2025-05-25,886.7167956349206,685.228,2129.6099999999997,8.8,0.25493318279666527,0.34148928878366885,9.0,10.0,1.0
2025-05-26,995.7847663561688,1438.116170212766,4878.061276595745,12.74468085106383,0.43419869255945875,0.6315241498011518,5.842105263157895,7.473684210526316,0.7777777777777778
2025-05-27,966.601792376476,1304.3085106382978,4085.1780851063827,11.212765957446809,0.4008347766066352,0.5764278042808999,5.7555555555555555,6.866666666666666,0.7619047619047619
2025-05-28,939.5574323933383,1491.9092857142857,4041.141666666667,11.904761904761905,0.4037737276737173,0.5753225313575527,6.571428571428571,7.892857142857143,0.6923076923076923
2025-05-29,986.6027345430296,1422.1444000000001,3779.0326,10.54,0.38704848877684284,0.5509454475958752,5.7272727272727275,7.7272727272727275,0.6363636363636364
2025-05-30,922.9743996646893,1343.6046153846155,3488.541346153846,10.538461538461538,0.3584836668142885,0.5102203122491386,6.0,6.571428571428571,0.6666666666666666
2025-05-31,718.4666483516484,1061.31,2168.1099999999997,11.2,0.27280401348038713,0.3717259777159908,9.0,10.0,1.0
2025-06-01,831.8365265512266,2013.8850000000002,2352.3616666666667,13.333333333333334,0.40112489087824876,0.5363501600239333,,,
2025-06-02,927.9784400359946,1974.9433333333334,4362.290980392157,14.862745098039216,0.4770819573996394,0.6755124515125104,6.138888888888889,7.0,0.7941176470588235
2025-06-03,836.5686955738252,1636.8976,3476.7638,12.64,0.4061744981112633,0.5741300884664208,6.235294117647059,7.176470588235294,0.65625
2025-06-04,865.3952902229815,1579.1028571428574,3666.569795918367,12.081632653061224,0.36989523387697054,0.5309976398659031,6.3,7.166666666666667,0.7407407407407407
2025-06-05,848.9305398362302,1482.6965217391305,3664.9791304347827,11.608695652173912,0.37946964794438776,0.546286827687028,5.238095238095238,6.523809523809524,0.7777777777777778
2025-06-06,903.3899624389443,1496.2606666666666,3391.323777777778,11.844444444444445,0.37665020188172893,0.5359394326999477,7.266666666666667,8.866666666666667,0.8333333333333334
2025-06-07,801.0926984126984,1472.40875,2371.23875,10.25,0.3001549777852475,0.42278586985089905,6.25,8.75,0.75
2025-06-08,769.8776672361253,1396.0228571428572,1887.4985714285715,9.428571428571429,0.247101644710467,0.3497286946214904,6.666666666666667,6.666666666666667,0.6666666666666666
2025-06-09,769.4300654939316,1449.3220000000001,1950.1154999999999,9.6,0.24709095686949115,0.3534354639060305,5.918918918918919,7.027027027027027,0.6363636363636364
2025-06-10,869.9719494007227,1928.4996078431373,3951.8886274509805,14.568627450980392,0.4499339669735761,0.6386536509361528,6.0,7.947368421052632,0.7333333333333333
2025-06-11,879.6843483874937,1931.1375,3800.8565909090908,14.818181818181818,0.4414161547533187,0.6205695738130701,7.142857142857143,7.964285714285714,0.8518518518518519
2025-06-12,872.9693430235543,1955.286888888889,3783.094666666667,14.533333333333333,0.43495611717249344,0.6124754014661861,5.416666666666667,7.25,0.6666666666666666
2025-06-13,864.9657446605713,1895.733777777778,3820.2384444444447,13.466666666666667,0.4140528413914254,0.5952830085828189,6.625,8.25,0.6666666666666666
2025-06-14,868.795778943279,1783.3500000000001,3076.2566666666667,11.166666666666666,0.37181063275458864,0.5232446589240293,4.0,3.0,
2025-06-15,732.827843537415,1112.6142857142856,1453.947142857143,7.857142857142857,0.2108691232245195,0.291781370851708,0.0,5.0,0.0
2025-06-16,915.7225812489345,3169.7999999999997,2578.558695652174,17.608695652173914,0.4303558761216224,0.6108760993551016,5.724137931034483,7.137931034482759,0.7037037037037037
2025-06-17,903.1107526624352,1724.9951923076924,3699.7317307692306,12.48076923076923,0.40318549331845066,0.5699047812610012,6.269230769230769,7.230769230769231,0.6956521739130435
2025-06-18,881.5621971343661,1744.515918367347,3619.7079591836737,12.795918367346939,0.3947070080269202,0.5635657951630397,4.653846153846154,5.461538461538462,0.631578947368421
2025-06-19,878.2725547548889,1628.1508510638298,3686.3436170212763,12.446808510638299,0.39019404724800133,0.5562105765238781,7.0,8.428571428571429,0.8571428571428571
2025-06-20,902.3993178659614,1738.658695652174,3480.2002173913042,12.369565217391305,0.37012775036618745,0.5304593000815023,7.333333333333333,9.166666666666666,1.0
2025-06-21,667.2882796730137,1817.6516666666666,2611.4900000000002,14.0,0.36139340429288636,0.503688540735931,10.0,9.0,1.0
2025-06-22,814.2324682539682,1003.8216666666667,1693.945,6.166666666666667,0.1956655431462699,0.27911890781301113,8.0,8.0,1.0
2025-06-23,866.3812750656431,2064.7762222222223,3928.0535555555557,14.955555555555556,0.45130361632084015,0.6364095469127878,6.294117647058823,7.470588235294118,0.6875
2025-06-24,955.6659096321885,1666.7161999999998,3580.5692,12.54,0.40206069703653724,0.5668845865971628,7.586206896551724,8.620689655172415,0.8275862068965517
2025-06-25,892.0600665944088,1886.4860416666668,3522.2191666666663,13.645833333333334,0.40913023021300005,0.5761709201676408,5.842105263157895,6.894736842105263,0.8125
2025-06-26,891.4346088736705,2037.052558139535,4172.5058139534885,14.604651162790697,0.44467021869162554,0.6349384031367191,7.5625,8.0,0.9285714285714286
2025-06-27,884.4865463106847,1913.7165909090909,4086.9625,13.0,0.4322780993011625,0.6223227077206245,6.1875,8.5625,0.6666666666666666
2025-06-28,877.2465762350395,1603.52,1801.4885714285715,11.0,0.31390076560508956,0.4242183551817947,4.666666666666667,9.333333333333334,1.0
2025-06-29,941.0869383116883,1564.8533333333335,1964.55,10.833333333333334,0.3491986461384548,0.4605553784834251,1.0,1.0,0.0
2025-06-30,890.944032142848,2027.2347916666668,4443.15875,15.0,0.4600370854853002,0.6630074652399931,6.8076923076923075,7.730769230769231,0.64
2025-07-01,880.4425741238513,1967.9267346938777,3613.082857142857,13.857142857142858,0.4311194656617344,0.6034215236183439,5.2105263157894735,6.315789473684211,0.6111111111111112
2025-07-02,834.3737747620546,1912.8911904761903,3493.0090476190476,13.452380952380953,0.40432248915870805,0.5729999846490733,5.0,6.88,0.6818181818181818
2025-07-03,867.8570220255434,2019.7207142857144,3525.7497619047617,13.785714285714286,0.40991604339168014,0.5821966500871817,6.5,7.9375,0.7857142857142857
2025-07-04,906.2788825889417,1704.241590909091,3445.045909090909,12.090909090909092,0.3836999513467081,0.5446795096640631,4.416666666666667,4.833333333333333,0.5833333333333334
2025-07-05,876.7655863502621,1769.6757142857143,2291.1885714285713,13.285714285714286,0.39860299357737505,0.5216329577330423,5.5,7.0,0.5
2025-07-06,850.9347683982684,1372.1414285714286,1148.4085714285713,9.428571428571429,0.2522838663675517,0.32922466907583675,,,
2025-07-07,873.2468931845714,2220.3845454545453,4344.176818181818,15.5,0.46795342688600106,0.6697155754531318,6.5625,7.375,0.6875
2025-07-08,829.7570893205105,2074.788181818182,3464.8974999999996,14.409090909090908,0.4202290672798027,0.5906035095676436,6.277777777777778,7.722222222222222,0.5625
2025-07-09,908.825577228031,1962.9041666666667,3967.198333333333,15.0,0.45790845441792016,0.6438404399934756,6.684210526315789,8.947368421052632,0.7222222222222222
2025-07-10,826.0588751236927,1895.2297297297298,3293.4667567567567,13.945945945945946,0.4018840936974012,0.5623741400086335,7.142857142857143,8.214285714285714,0.8461538461538461
2025-07-11,884.4120183715105,1918.730277777778,3706.4894444444444,14.333333333333334,0.4255783578995906,0.5983999731117475,7.571428571428571,8.142857142857142,0.9166666666666666
2025-07-12,766.7211623376623,1346.48,1703.0985714285714,9.714285714285714,0.26038134411366815,0.35429601370082636,,,
2025-07-13,813.1085395021645,934.7085714285714,1311.7099999999998,7.0,0.2197610576644123,0.28918472821479374,0.0,5.0,0.0
2025-07-14,823.6958288375581,1833.3333333333333,2900.860476190476,13.261904761904763,0.37588436433619876,0.5214838611728981,7.096774193548387,7.709677419354839,0.7931034482758621
2025-07-15,838.086589924497,1515.6579069767442,2286.9116279069767,10.720930232558139,0.3064271588983313,0.42498907766235766,5.9411764705882355,6.9411764705882355,0.8
2025-07-16,880.9636178715917,1522.964358974359,2454.52,10.179487179487179,0.3144130529632678,0.43831910009542296,6.076923076923077,6.846153846153846,0.6666666666666666
2025-07-17,850.3923250945412,1501.8743243243243,2491.9762162162165,10.567567567567568,0.3154108878358427,0.4377869551860206,5.571428571428571,8.428571428571429,0.8571428571428571
2025-07-18,853.5413846550379,1550.8235135135135,2304.612162162162,10.621621621621621,0.30573203641099755,0.42464030717701123,7.0,8.2,0.7
2025-07-19,768.0232754329003,2173.0085714285715,2409.008571428571,13.714285714285714,0.3608249965570249,0.5019219473867578,6.5,8.5,0.6666666666666666
2025-07-20,1189.9313253968253,1008.7985714285714,2339.844285714286,6.714285714285714,0.25775267989516937,0.3612693647191489,,,
2025-07-21,918.7827871600242,2057.05075,3552.90075,14.65,0.44518185776224606,0.6219953792785603,6.8,9.3,0.8235294117647058
2025-07-22,845.5397863586599,2582.132692307692,3954.826538461539,17.846153846153847,0.5320099992768274,0.742472637720885,6.75,7.9375,0.8666666666666667
2025-07-23,860.0819296686102,1877.7628205128206,3313.5346153846153,13.58974358974359,0.373408664148328,0.5221049362625898,6.230769230769231,7.153846153846154,0.8181818181818182
2025-07-24,838.8236705233684,1637.3052631578946,2754.5805263157895,11.105263157894736,0.3652577628344808,0.5037446925494747,5.166666666666667,6.5,1.0
2025-07-25,802.3503005666472,1652.2664705882353,2545.7938235294114,11.823529411764707,0.34559212073181,0.4827726936269452,7.9411764705882355,9.235294117647058,0.9411764705882353
2025-07-26,886.5561700680272,2047.6557142857143,2836.094285714286,12.0,0.3581571309522859,0.5097477220102525,5.0,5.0,0.0
2025-07-27,1094.8479642857142,1264.3,1209.947142857143,8.0,0.2490205171370134,0.32765311968059546,7.666666666666667,8.666666666666666,1.0
2025-07-28,784.9252410939781,1955.8594871794874,2962.0779487179484,14.179487179487179,0.40476162588574216,0.5584335806431378,6.190476190476191,7.523809523809524,0.8
2025-07-29,804.4155933907728,1698.90925,2399.65275,11.95,0.336125135165697,0.46412367301903845,7.2272727272727275,8.136363636363637,0.9
